Reasons to Correct Entry,Unique Identifier,ID,Type,Inventory_By,Location_ID,Location,Department_ID,Department,DEPT_New,EPIC_BLDG,EPIC_DEPT,Flr Pln L,Flr Pln N,Flr Pln D,EPIC_LOC,EPIC_Room,Hostname,Serial,Tag,Domain,WS_Type,WS_Strategy,WS_Function,WS_BCA,WS_Com,WS_Mon_Make_1,WS_Mon_Mod_1,Mon 1,WS_Mon_Make_2,WS_Mon_Mod_2,Mon 2,WS_Mon_Make_3,WS_Mon_Mod_3,Mon 3,WS_Mon_Make_4,WS_Mon_Mod_4,Mon 4,WS_Mon_Com,WS_Prnt_Paper,WS_Prnt_baby_WB,WS_Prnt_WB,WS_Prnt_Pharm,WS_Prnt_Patient,WS_Prnt_Spec,WS_Prnt_Script,WS_Prnt_Local,WS_Prnt_Com,Scanner,Webcam,Bioscript,Badge Rdr,CreditCard Rdr,eSignature Pad,Barcode Rdr,WS_Peri_Com,PRNT_Type,PRNT_Queue_Name,PRNT_EPIC_Name,Network Pntr IP,PRNT_Make,PRNT_Model,PRNT_Tray_1,PRNT_Tray_2,PRNT_Tray_3,PRNT_Tray_4,PRNT_Tray_Lock,PRNT_Label_Size,PRNT_Com,BRD_Make,BRD_Model,BRD_OS,BRD_Attached,BRD_Com,BRD_Mon_Mod_1,BRD_Mon_Res_1,BRD_Mon_Orient_1,BRD_Mon_Size_1,BRD_Mon_Mod_2,BRD_Mon_Res_2,BRD_Mon_Orient_2,BRD_Mon_Size_2,BRD_Mon_Com,Duplicate_of_ID,Flr Pln D String,Flagging Reason
"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department, Incorrect Designator Info",293,664169,Workstation,ggray,446238,Peconic Bay Medical Center,298416,Hospital Administration,,,,,,WOW5,IN ROOM 1 CENTRAL ADMINISTATIVE SUITE TO THE LEFT,1 CENTRAL ADMINISTATIVE SUITE,HL10RI122EHS004,MJ0DGNTZ,L048539,,Laptop,Shared,WOW,0,PBMCh - 1,LENOVO,T14,14,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,WOW5,"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department, Incorrect Designator Info"
"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department",294,664170,Workstation,rborrelli,446238,Peconic Bay Medical Center,298416,Hospital Administration,,,,,,W24,NEXT TO PRINTER,1 CENTRAL ADMINISTRATIVE SUITE,VDI-ERP-N-00-785dc881f858,NP85W102X7,,,Desktop,Shared,Office,0,PBMCh - 1,CLOUD MONITOR,23CAV42K,23,,,0,,,0,,,0,,10.55.3.234,,,,,,,,,,,,RFIDEAS,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,W24,"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department"
"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department",295,664171,Workstation,tkhan19,446238,Peconic Bay Medical Center,298416,Hospital Administration,,,,,,W25,INNER OFFICE 4 MONITORS,INNER ROOM CENTRAL ADMINISTRATION ROOM,WW10RI130NAD006,MJ0EBACY,D085958,PBMC.ORG,Desktop,Personal,Office,0,PBMCh - 1,LENOVO,S22E-19,22,LENOVO,S22E-19,22,DELL,P1913,19,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,W25,"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department"
"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department",296,664173,Workstation,tkhan19,446238,Peconic Bay Medical Center,298416,Hospital Administration,,,,,,L1,DESK WITH DOCKING STATION,CENTRAL ADMINISTRATION ROOM INNER OFFICE,LW10RI130ADN02,PF1LC66H,L038293,PBMC.ORG,Laptop,Personal,Office,0,PBMCh - 1,LENOVO,E2054,20,LENOVO,T470,14,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,L1,"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department"
"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department",297,664175,Workstation,rborrelli,446238,Peconic Bay Medical Center,298416,Hospital Administration,,,,,,W23,FAR CORNER OF ROOM ACROSS FROM PRINTER,1 CENTRAL ADMINISTRATIVE SUITE,WRI130EMD017,MJ0J808H,D099588,PBMC.ORG,Desktop,Personal,Office,0,PBMCh - 1,DELL,P2214H,22,DELL,P2214H,22,,,0,,,0,,HP LASERJET 1022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,W23,"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department"
"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department",298,664176,Workstation,tkhan19,446238,Peconic Bay Medical Center,298416,Hospital Administration,,,,,,W26,INNER DESK,"CENTRAL ADMINISTRATION INNER OFFICE, 2 DESKS IN ROOM",WW10RI130LAB013,MJ0CHHF6,D078928,PBMC.ORG,Desktop,Personal,Office,0,PBMCh - 1,LENOVO,E2054,20,LENOVO,E1922,29,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,W26,"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department"
"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department",299,664177,Printer,tkhan19,446238,Peconic Bay Medical Center,298416,Hospital Administration,,,,,,P6,INNER OFFICE NEXT TO DESK AT FLOOR LEVEL,CENTRAL ADMINISTRATION INNER OFFICE 2 DESKS,,,,,,,,0,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,Plain Paper Printouts,NO QUEUE NAME,,10.55.7.117,HP,LASERJET M281,PAPER,PAPER,,,,,PBMCh - 1,,,,,,,,,0,,,,0,,,P6,"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department"
"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department",300,664178,Printer,ggray,446238,Peconic Bay Medical Center,298416,Hospital Administration,,,,,,P5,ROOM 1 CENTRAL ADMINISTATIVE SUITE FAR CORNER RIGHT SIDE OF WALL,1 CENTRAL ADMINISTATIVE SUITE,,,,,,,,0,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,Plain Paper Printouts,RNP5838792F5CD8,,10.55.3.234,RICOH,IM350F,PLAIN,,,,1.0,,PBMCh - 1,,,,,,,,,0,,,,0,,,P5,"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department"
"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department",301,664185,Printer,tkhan19,446238,Peconic Bay Medical Center,298416,Hospital Administration,,,,,,P8,DESK IN MRI CONTROL ROOM,111 CONTROL ROOM MRI,,,,,,,,0,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,Plain Paper Printouts,NO QUEUE NAME,,10.55.15.79,HP,LASERJET PRO MFP M428,PAPER,,,,,,PBMCh - 1,,,,,,,,,0,,,,0,,,P8,"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department"
"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department",302,664270,Workstation,rborrelli,446238,Peconic Bay Medical Center,567481,ER,,,,,,W34,CORNER OF NURSE STATION,ER NURSE STATION,WW10RI130EMD005,MJ07RFRE,,PBMC.ORG,Desktop,Shared,Nurse Station,0,PBMCh - 1,DELL,P1913,19,DELL,P1913,19,,,0,,,0,,10.55.4.58,,,,,,,,,FUJITSU FI7160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,W34,"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department"
"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department",303,664272,Workstation,ggray,446238,Peconic Bay Medical Center,567481,ER,,,,,,W35,IN THE ER STATION THE FIRST TO THE LEFT,ER STATION CENTER,WW10RI130EMD006,MJ0EHKK1,D086064,PBMC.ORG,Desktop,Personal,Nurse Station,0,PBMCh - 1,DELL,P1913,19,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,W35,"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department"
"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department",304,664273,Workstation,tkhan19,446238,Peconic Bay Medical Center,567481,ER,,,,,,W37,ACROSS FROM TREATMENT 14,EMERGENCY ROOM NURSE STATION,VDI-ERM-N-00-e85b5b6809d1,NP58K106ZA,,PBMC.ORG,Desktop,Shared,Nurse Station,1,PBMCh - 1,LG,23CAV42K,23,,,0,,,0,,,0,,,,,,,,,,,,,,IMPRIVATA/HDW-IMP-60,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,W37,"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department"
"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department",305,664283,Printer,rborrelli,446238,Peconic Bay Medical Center,567481,ER,,,,,,S5,TOP COUNTER ACROSS FROM ROOM 5,NURSE STATION,,,,,,,,0,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,Patient Labels,PBMC EDTR,,10.55.15.16,ZEBRA,ZD421,pATIENT lABELS,,,,,,PBMCh - 1,,,,,,,,,0,,,,0,,,S5,"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department"
"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department",306,664284,Workstation,tkhan19,446238,Peconic Bay Medical Center,567481,ER,,,,,,W41,ACROSS TREATMENT ROOM 5,NURSE STATION ER,VDI-ERM-N-00-c808e94db69b,NP5N9100E8,,PBMC.ORG,Desktop,Shared,Nurse Station,1,PBMCh - 1,LG,19CNV42K,19,,,0,,,0,,,0,,,,,,,,,,,,,,IMPRIVATA/HDW-IMP-60,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,W41,"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department"
"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department, Incorrect Designator Info",307,664287,Workstation,tkhan19,446238,Peconic Bay Medical Center,567481,ER,,,,,,WOW8,WORKSTATION ON WHEELS,BETWEEN 2120 AND 2119,LW10RI130EMD007,PF1SHYG8,,NSLIJHS.NET,Laptop,Shared,WOW,0,PBMCh - 1,LENOVO,T14,14,,,0,,,0,,,0,,,,,,,,,,,,,,,,,HONEYWELL/1900,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,WOW8,"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department, Incorrect Designator Info"
"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department, Incorrect Monitor Info",308,664288,Workstation,ggray,446238,Peconic Bay Medical Center,567481,ER,,,,,,W42,IN THE ER STATION,ER STATION,VDI-ERM-N-00-14c91304ee4e,NP67R10960,,PBMC.ORG,Desktop,Shared,Nurse Station,0,PBMCh - 1,LG,,24,,,0,,,0,,,0,,,,,,,,,,,,,,IMPRIVATA HDW-IMP-60,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,W42,"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department, Incorrect Monitor Info"
"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department, Incorrect Designator Info",309,664289,Workstation,rborrelli,446238,Peconic Bay Medical Center,567481,ER,,,,,,WOW7,ER NURSE STATION ACROSS FROM ROOM 15,NURSE STATION,LRI130EMD014,PF42AMHX,L060197,PBMC.ORG,Laptop,Personal,WOW,0,PBMCh - 1,DELL,T14,14,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,WOW7,"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department, Incorrect Designator Info"
"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department, Incorrect Designator Info",310,664304,Workstation,tkhan19,446238,Peconic Bay Medical Center,567481,ER,,,,,,WOW13,WORKSTATION ON WHEELS,OUTSIDE CT ROOM,LW10RI130MIS011,PF1SJX30,L048170,NSLIJHS.NET,Laptop,Shared,WOW,0,PBMCh - 1,LENOVO,T14,14,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,WOW13,"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department, Incorrect Designator Info"
"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department, Incorrect Designator Info",311,664305,Workstation,rborrelli,446238,Peconic Bay Medical Center,567481,ER,,,,,,WOW12,ER ACROSS FROM HOUSEKEEPING AND RESTROOMS,TRAUMA 2124,LW10RI130EMD002,PF2PWMTF,L051528,PBMC.ORG,Laptop,Shared,WOW,0,PBMCh - 1,LENOVO,T14,14,,,0,,,0,,,0,,,,,,,,,,,,,,,,,HONEYWELL 1902,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,WOW12,"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department, Incorrect Designator Info"
"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department",312,664370,Workstation,tkhan19,446238,Peconic Bay Medical Center,567481,ER,,,,,,L2,ACROSS FROM TREATMENT ROOM 7,NURSE STATION DESK,LW10RI130SOC021,PF1KVEB2,L034133,NSLIJHS.NET,Laptop,Personal,Nurse Station,0,PBMCh - 1,LENOVO,T470,14,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,L2,"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department"
"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department",313,664374,Printer,tkhan19,446238,Peconic Bay Medical Center,567481,ER,,,,,,P10,"CENTRAL DESK, BACK NURSE STATION",NURSE STATION,,,,,,,,0,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,Plain Paper Printouts,PB-ERDR,,10.55.4.59,HP,LASERJET ENTERPRISE M608,PAPER,PAPER,,,,,PBMCh - 1,,,,,,,,,0,,,,0,,,P10,"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department"
"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department, Incorrect Designator Info",314,664387,Workstation,tkhan19,446238,Peconic Bay Medical Center,567481,ER,,,,,,WOW14,WORKSTATION ON WHEELS,NURSE STATION BACK,LRI130PAU004,MJ0CWXKV,L045845,PBMC.ORG,Laptop,Shared,WOW,0,PBMCh - 1,LENOVO,T490,14,,,0,,,0,,,0,,,,,,,,,,,,,,,,,HONEYWELL/1900,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,WOW14,"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department, Incorrect Designator Info"
"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department",315,664452,Workstation,rborrelli,446238,Peconic Bay Medical Center,567481,ER,,,,,,W53,ER ENTRANCE 2144,ROOM 1,VDI-ERM-I-1B-201742ca3e27,NP07910H1S,,,Desktop,Shared,Patient Room,0,PBMCh - 1,LG,NO MODEL CLOUD,24,,,0,,,0,,,0,,,,,,,,,,,,,,,,,HONEYWELL 1902,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,W53,"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department"
"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department",316,664454,Workstation,rborrelli,446238,Peconic Bay Medical Center,567481,ER,,,,,,W63,ER 2118,ER EXAM ROOM 11,VDI-2SO-I-00-14c91304ee6c,NP67R1093Y,,PBMC.ORG,Desktop,Shared,Patient Room,0,PBMCh - 1,LG,UNKNOWN CLOUD,24,,,0,,,0,,,0,,,,,,,,,,,,,,RFIDEAS,,,HONEYWELL 1902,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,W63,"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department"
"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department",317,664455,Workstation,ggray,446238,Peconic Bay Medical Center,567481,ER,,,,,,W58,IN THE ER STATION TREATMENT ROOM 6,TREATMENT ROOM 6,VDI-ERM-I-06-20174243ded8,NP97F106AV,,PBMC.ORG,Desktop,Shared,Patient Room,1,PBMCh - 1,LG,NO MODEL,23,,,0,,,0,,,0,,,,,,,,,,,,,,IMPRIVATA/ HDW-IMP-60,,,HONEYWELL /1902,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,W58,"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department"
"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department",318,664470,Workstation,ggray,446238,Peconic Bay Medical Center,567481,ER,,,,,,W62,ER TRAUMA ROOM,ROOM 2124 IN ER,VDI-ERM-I-TR-c808e94db6a5,NP5N9100DY,,PBMC.ORG,Desktop,Shared,Patient Room,1,PBMCh - 1,LG,19CNV42K,19,,,0,,,0,,,0,,,,,,,,,,,,,,IMPRIVATA/ HDW-IMP-60,,,HONEYWELL / 1902,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,W62,"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department"
"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department",319,664554,Workstation,ggray,446238,Peconic Bay Medical Center,567481,ER,,,,,,W71,INTAKE ROOM 2,INTAKE ROOM2,WRI130EMD018,MJ0KBAXE,,PBMC.ORG,Desktop,Personal,Patient Room,0,"11/28, PBMCh - 1",LENOVO,S24E-20,24,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,W71,"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department"
"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department",320,664557,Workstation,rborrelli,446238,Peconic Bay Medical Center,563387,Laboratory,,,,,,W73,FIRST STATION RIGHT OF ENTRANCE,LAB,WW10RI130LAB008,MJ07RFJ1,D064779,PBMC.ORG,Desktop,Shared,Office,0,PBMCh - 1,DELL,P190S,19,,,0,,,0,,,0,,,,,,,,,,,,,,,,,HONEYWELL,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,W73,"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department"
"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department",321,664558,Workstation,ggray,446238,Peconic Bay Medical Center,563387,Laboratory,,,,,,W72,STATION RIGHT FROM DOOR,LAB,WW10RI130LAB002,MJ083THS,D069456,PBMC.ORG,Desktop,Personal,Office,0,PBMCh - 1,DELL,MJ083THS,23,,,0,,,0,,,0,,,,,,,,,,,,,,,,,HONEYWELL/ 1952,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,W72,"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department"
"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department",322,664560,Printer,rborrelli,446238,Peconic Bay Medical Center,563387,Laboratory,,,,,,S6,CUBICLE RIGHT OF ENTRANCE,LAB,,,,,,,,0,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,Specimen Labels,PBMC-C03,,10.55.11.13,ZEBRA,ZT411,SPECIMEN LABELS,,,,1.0,,PBMCh - 1,,,,,,,,,0,,,,0,,,S6,"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department"
"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department",323,664561,Printer,ggray,446238,Peconic Bay Medical Center,563387,Laboratory,,,,,,S7,FRONT DESK TO THE RIGHT CORNER,LAB,,,,,,,,0,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,Specimen Labels,,,10.55.11.11,ZEBRA,ZT411,,,,,1.0,,"11/28, PBMCh - 1",,,,,,,,,0,,,,0,,,S7,"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department"
"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department",324,664564,Workstation,rborrelli,446238,Peconic Bay Medical Center,563387,Laboratory,,,,,,W81,DESK LEFT OF ENTRANCE,LAB,WRI130LAB001,MJ0HAX2G,D093602,PBMC.ORG,Desktop,Shared,Office,1,PBMCh - 1,DELL,P190S,19,,,0,,,0,,,0,,,,,,,,,,,,,,,,,HONEYWELL 1952,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,W81,"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department"
"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department",325,664565,Printer,ggray,446238,Peconic Bay Medical Center,563387,Laboratory,,,,,,P13,CORNER WALL NEXT TOTHERMOSTAT,LAB,,,,,,,,0,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,Plain Paper Printouts,,,10.55.2.173,HP,LASER JET 600 M602,,,,,1.0,,PBMCh - 1,,,,,,,,,0,,,,0,,,P13,"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department"
"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department",326,664567,Printer,rborrelli,446238,Peconic Bay Medical Center,563387,Laboratory,,,,,,S9,DESK LEFT OF ENTRANCE RIGHT OF WORKSTATON,LAB,,,,,,,,0,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,Patient Labels,PBMC-C06,,10.55.11.12,ZEBRA,ZT411,PATIENT LABELS,,,,1.0,,PBMCh - 1,,,,,,,,,0,,,,0,,,S9,"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department"
"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department",327,664582,Workstation,ggray,446238,Peconic Bay Medical Center,563387,Laboratory,,,,,,W75,IN FRONT OF THE BIOHAZARD REFIGATOR,LAB,WW10RI130LAB003,MJ083TGD,D069457,PBMC.ORG,Desktop,Shared,Office,0,PBMCh - 1,LENOVO,NO MODEL,23,,,0,,,0,,,0,,,,,,,,,,,,,,,,,HONEYWELL/ 1952,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,W75,"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department"
"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department",328,664593,Printer,rborrelli,446238,Peconic Bay Medical Center,563387,Laboratory,,,,,,S10,DESK LEFT OF ENTRANCE,LAB,,,,,,,,0,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,Specimen Labels,,,10.55.7.89,DYMO,LABELWRITER 550TURBO,SPECIMEN LABELS,,,,,,PBMCh - 1,,,,,,,,,0,,,,0,,,S10,"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department"
"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department",329,664719,Printer,rborrelli,446238,Peconic Bay Medical Center,563387,Laboratory,,,,,,S11,DESK LEFT OF ENTRANCE,LAB,,,,,,,,0,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,Specimen Labels,D7N224652910,,010.055.011.165,ZEBRA,HEMATRAX ISBT 128 COMPLIANT,SPECIMEN LABELS,,,,,,PBMCh - 1,,,,,,,,,0,,,,0,,,S11,"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department"
"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department",330,664738,Workstation,ggray,446238,Peconic Bay Medical Center,563387,Laboratory,,,,,,W76,NEXT TO EYE WASH FOUNTAIN,LAB,WW10RI130LAB007,MJ07RFKX,D064821,PBMC.ORG,Desktop,Shared,Office,0,PBMCh - 1,LENOVO,NO MODEL,23,,,0,,,0,,,0,,,,,,,,,,,,,,,,,HONEYWELL/1952,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,W76,"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department"
"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department",331,664875,Workstation,ggray,446238,Peconic Bay Medical Center,563387,Laboratory,,,,,,W74,BEHIND FRONT DESK,LAB,WRI130LAB005,MJ0JLKJS,,PBMC.ORG,Desktop,Shared,Office,0,PBMCh - 1,DELL,190S,19,,,0,,,0,,,0,,,,,,,ZEBRA/ GX420D,,,,,,,,,,HONEYWELL/1952,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,W74,"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department"
"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department",332,664878,Printer,rborrelli,446238,Peconic Bay Medical Center,563387,Laboratory,,,,,,P12,ON MOVING WORKSTATION,LAB,,,,,,,,0,,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,Plain Paper Printouts,PBMC-L02,,10.55.11.61,HP,LASERJET600M601,PLAIN PAPER,PLAIN PAPER,,,,,PBMCh - 1,,,,,,,,,0,,,,0,,,P12,"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department"
"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department",333,664879,Workstation,ggray,446238,Peconic Bay Medical Center,563387,Laboratory,,,,,,W78,BACK OF LAB,LAB,WW10RI130LAB015,MJ0CHHF4,D078930,PBMC.ORG,Desktop,Shared,Office,0,"11/28, PBMCh - 1",COMPAQ,S1922,19,,,0,,,0,,,0,,,,,,,,,,,,,,,,,HONEYWELL/ 1952,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,W78,"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department"
"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department",334,664881,Workstation,rborrelli,446238,Peconic Bay Medical Center,563387,Laboratory,,,,,,W80,FAR LAFT CORNER OF ROOM,LAB,WW10RI130LAB004,MJ083TGF,D069458,PBMC.ORG,Desktop,Shared,Office,0,PBMCh - 1,DELL,P190S,19,,,0,,,0,,,0,,10.55.2.173,,,,,,,,,,,,,,,HONEYWELL 1952,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,W80,"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department"
"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department",335,664882,Workstation,ggray,446238,Peconic Bay Medical Center,563387,Laboratory,,,,,,W77,WALL MOUNT,LAB,WW10RI130LAB006,MJ083RHS,D068857,PBMC.ORG,Desktop,Shared,Office,1,"11/28, PBMCh - 1",SAMSUNG,NO MODEL,40,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,W77,"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department"
"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department",336,664885,Workstation,rborrelli,446238,Peconic Bay Medical Center,563387,Laboratory,,,,,,W79,FAR LEFT CORNER AGAINST WALL,LAB,WW10RI130LAB005,MJ083RHX,D069459,PBMC.ORG,Desktop,Shared,Office,1,PBMCh - 1,DELL,P190S,19,,,0,,,0,,,0,,,,,,,,,HP/LASERJET PRO M404N,,,,,,,,HONEYWELL,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,W79,"Missing New Floor Plan, Missing Old Floor Plan, Duplicate based on Designator and Department"
